లో	లో
న	న
కి	కి
ని	ని
 యొక్క	 యొక్క
 నుండి	 నుండి
 వరకు	 వరకు
 నాటి	 నాటి
 సంవత్సరం	 సంవత్సరం
 సంవత్సరంలో	 సంవత్సరంలో
 సంవత్సరాల క్రితం	 సంవత్సరాల క్రితం
 శతాబ్దం	 శతాబ్దం
 దశకం	 దశకం
-	 నుండి 
